,지역,번지,본번,부번,아파트,면적,계약년월,계약일,가격,층,건축년도,도로명,비쌈
29194,서울특별시 도봉구 창동,715-3,715,3,미소애,45.466,201910,5,26500,7,2005,해등로 139,True
29195,서울특별시 도봉구 창동,715-3,715,3,미소애,45.466,201910,14,26900,7,2005,해등로 139,True
29204,서울특별시 도봉구 창동,300,300,0,상아2차아파트,45.54,201910,1,34800,5,1988,노해로63가길 7,True
29207,서울특별시 도봉구 창동,810,810,0,신창,49.77,201910,14,23700,8,1998,덕릉로62길 13,True
29208,서울특별시 도봉구 창동,810,810,0,신창,49.77,201910,23,23700,13,1998,덕릉로62길 13,True
29214,서울특별시 도봉구 창동,38,38,0,주공17단지,36.16,201910,3,23900,14,1989,덕릉로66길 17,True
29215,서울특별시 도봉구 창동,38,38,0,주공17단지,36.16,201910,3,24000,15,1989,덕릉로66길 17,True
29216,서울특별시 도봉구 창동,38,38,0,주공17단지,36.16,201910,4,23500,8,1989,덕릉로66길 17,True
29217,서울특별시 도봉구 창동,38,38,0,주공17단지,36.16,201910,7,21000,8,1989,덕릉로66길 17,True
29218,서울특별시 도봉구 창동,38,38,0,주공17단지,36.16,201910,9,23200,15,1989,덕릉로66길 17,True
29219,서울특별시 도봉구 창동,38,38,0,주공17단지,36.16,201910,10,23300,4,1989,덕릉로66길 17,True
29220,서울특별시 도봉구 창동,38,38,0,주공17단지,36.16,201910,14,22700,15,1989,덕릉로66길 17,True
29221,서울특별시 도봉구 창동,38,38,0,주공17단지,36.34,201910,17,23300,5,1989,덕릉로66길 17,True
29222,서울특별시 도봉구 창동,38,38,0,주공17단지,36.16,201910,18,26000,14,1989,덕릉로66길 17,True
29223,서울특별시 도봉구 창동,38,38,0,주공17단지,36.34,201910,21,24000,13,1989,덕릉로66길 17,True
29224,서울특별시 도봉구 창동,38,38,0,주공17단지,36.16,201910,21,22800,14,1989,덕릉로66길 17,True
29225,서울특별시 도봉구 창동,38,38,0,주공17단지,36.34,201910,22,23500,15,1989,덕릉로66길 17,True
29231,서울특별시 도봉구 창동,30,30,0,창동주공18단지,45.77,201910,7,33700,6,1988,노해로70길 119,True
29232,서울특별시 도봉구 창동,30,30,0,창동주공18단지,45.9,201910,8,30500,1,1988,노해로70길 119,True
29233,서울특별시 도봉구 창동,30,30,0,창동주공18단지,45.9,201910,8,30000,1,1988,노해로70길 119,True
29235,서울특별시 도봉구 창동,316,316,0,창동주공2단지,45.9,201910,5,31500,2,1990,해등로12길 44,True
29236,서울특별시 도봉구 창동,316,316,0,창동주공2단지,45.9,201910,8,34500,10,1990,해등로12길 44,True
29242,서울특별시 도봉구 창동,347,347,0,창동주공3단지(해등마을),41.3,201910,12,37800,3,1990,해등로 50,True
29244,서울특별시 도봉구 창동,347,347,0,창동주공3단지(해등마을),49.94,201910,26,45200,4,1990,해등로 50,True
29245,서울특별시 도봉구 창동,380,380,0,창동주공4단지,41.3,201910,3,28000,1,1991,덕릉로 349,True
29246,서울특별시 도봉구 창동,380,380,0,창동주공4단지,41.3,201910,3,28250,5,1991,덕릉로 350,True
29247,서울특별시 도봉구 창동,380,380,0,창동주공4단지,36.16,201910,7,24000,3,1991,덕릉로 349,True
29248,서울특별시 도봉구 창동,380,380,0,창동주공4단지,41.3,201910,11,28700,9,1991,덕릉로 349,True
29249,서울특별시 도봉구 창동,380,380,0,창동주공4단지,41.3,201910,20,30700,11,1991,덕릉로 350,True
29250,서울특별시 도봉구 창동,380,380,0,창동주공4단지,41.3,201910,21,27000,6,1991,덕릉로 349,True
29251,서울특별시 도봉구 창동,380,380,0,창동주공4단지,41.3,201910,30,29700,7,1991,덕릉로 349,True
29255,서울특별시 동대문구 답십리동,42,42,0,동답한신,35.45,201910,4,27000,1,1992,답십리로 210-30,True
29273,서울특별시 동대문구 답십리동,530-4,530,4,보광타워,22.96,201910,11,21500,9,2019,황물로 90,True
29283,서울특별시 동대문구 용두동,104-34,104,34,가우디캐슬,29.87,201910,2,25800,10,2019,왕산로22길 16,True
29284,서울특별시 동대문구 용두동,104-34,104,34,가우디캐슬,29.68,201910,4,26800,9,2019,왕산로22길 16,True
29285,서울특별시 동대문구 용두동,104-34,104,34,가우디캐슬,28.73,201910,5,25800,5,2019,왕산로22길 16,True
29288,서울특별시 동대문구 용두동,104-34,104,34,가우디캐슬,29.98,201910,12,26800,11,2019,왕산로22길 16,True
29291,서울특별시 동대문구 용두동,790,790,0,롯데캐슬피렌체,30.4,201910,5,35000,4,2009,정릉천동로 58,True
29292,서울특별시 동대문구 용두동,790,790,0,롯데캐슬피렌체,30.4,201910,15,22500,11,2009,정릉천동로 58,True
29345,서울특별시 동대문구 장안동,415-10,415,10,글로벌팰리스,23.7,201910,8,27500,11,2019,천호대로 385,True
29358,서울특별시 동대문구 장안동,365-4,365,4,서희스타힐스,47.28,201910,28,29500,12,2013,장한로20길 7,True
29392,서울특별시 동대문구 전농동,597-5,597,5,리베르떼,27.23,201910,10,27800,10,2019,왕산로 250,True
29393,서울특별시 동대문구 전농동,103-233,103,233,샤인파크,29.98,201910,10,32000,2,2018,전농로37길 35,True
29394,서울특별시 동대문구 전농동,127-34,127,34,오크밸리,29.55,201910,3,37500,6,2018,서울시립대로25길 9,True
29424,서울특별시 동대문구 회기동,346-18,346,18,베라체캠퍼스,24.319,201910,12,25800,14,2013,이문로 37,True
29434,서울특별시 동대문구 휘경동,57,57,0,주공2,39.98,201910,10,33000,7,2001,한천로 248,True
29436,서울특별시 동대문구 휘경동,57,57,0,주공2,39.98,201910,15,33900,21,2001,한천로 248,True
29437,서울특별시 동대문구 휘경동,57,57,0,주공2,39.98,201910,16,34200,13,2001,한천로 248,True
29444,서울특별시 동작구 노량진동,Jan-57,57,1,메가스터디타워,16.01,201910,13,21000,20,2015,노량진로 140,True
29489,서울특별시 동작구 사당동,105,105,0,극동(105),46.75,201910,14,60000,8,1993,동작대로29길 119,True
29505,서울특별시 동작구 사당동,105,105,0,사당우성2,46.75,201910,5,62000,15,1993,동작대로29길 91,True
29509,서울특별시 동작구 사당동,105,105,0,사당우성2,46.75,201910,22,64500,6,1993,동작대로29길 91,True
29520,서울특별시 동작구 사당동,1037-9,1037,9,삼성휘버스,40.759,201910,22,42800,5,2006,사당로26길 130-6,True
29524,서울특별시 동작구 사당동,105,105,0,신동아4,46.75,201910,30,64000,14,1993,동작대로29길 110,True
29535,서울특별시 동작구 상도동,414,414,0,건영,32.8,201910,12,41500,4,1997,만양로 26,True
29630,서울특별시 마포구 노고산동,01월 03일,1,3,신촌포스빌,32.34,201910,16,32000,14,2004,신촌로 150,True
29631,서울특별시 마포구 노고산동,107-36,107,36,현대벤처빌,41.96,201910,24,29900,3,2002,백범로 10,True
29637,서울특별시 마포구 대흥동,12-41,12,41,서희스타힐스,33.76,201910,12,37500,16,2014,신촌로 160,True
29651,서울특별시 마포구 도화동,555,555,0,한화오벨리스크,36.49,201910,31,45400,6,2004,마포대로 33,True
29689,서울특별시 마포구 서교동,487,487,0,대우미래사랑,34.29,201910,5,28000,6,2005,월드컵북로5나길 18,True
29694,서울특별시 마포구 서교동,371-7,371,7,엠제이더퍼스트홍대,14.97,201910,14,25750,7,2018,양화로 114,True
29703,서울특별시 마포구 신공덕동,167,167,0,대우메트로디오빌,23.63,201910,3,27100,22,2005,백범로 199,True
29704,서울특별시 마포구 신공덕동,167,167,0,대우메트로디오빌,34.39,201910,10,29800,21,2005,백범로 199,True
29705,서울특별시 마포구 신공덕동,167,167,0,대우메트로디오빌,28.96,201910,25,27800,19,2005,백범로 199,True
29707,서울특별시 마포구 신공덕동,13-15,13,15,블레스하임,25.77,201910,9,39850,14,2019,만리재로 45-1,True
29725,서울특별시 마포구 아현동,780,780,0,애오개아이파크,30.01,201910,23,43500,7,2016,굴레방로1길 25,True
29727,서울특별시 마포구 염리동,515-1,515,1,상록,49.8,201910,12,56700,12,1997,숭문길 106,True
29791,서울특별시 서대문구 남가좌동,387,387,0,디엠씨엘가,30.36,201910,4,33000,11,2017,모래내로 151,True
29801,서울특별시 서대문구 대현동,104-36,104,36,신촌자이엘라,22.13,201910,11,28000,23,2014,신촌로 149,True
29802,서울특별시 서대문구 북가좌동,488,488,0,(488-),48.48,201910,10,39800,6,2018,응암로 133,True
29803,서울특별시 서대문구 북가좌동,488,488,0,(488-),48.03,201910,13,39600,8,2018,응암로 133,True
29846,서울특별시 서대문구 연희동,746,746,0,연희웨스트팰리스,26.88,201910,11,24500,11,2014,연희로5길 54-11,True
29853,서울특별시 서대문구 창천동,510-2,510,2,3RU-City,25.06,201910,1,21900,12,2013,신촌로 1,True
29858,서울특별시 서대문구 충정로3가,465,465,0,충정리시온,33.32,201910,10,31900,7,2004,서소문로 27,True
29859,서울특별시 서대문구 충정로3가,465,465,0,충정리시온,45.89,201910,25,46200,17,2004,서소문로 27,True
29860,서울특별시 서대문구 충정로3가,465,465,0,충정리시온,44.88,201910,25,44900,12,2004,서소문로 27,True
29861,서울특별시 서대문구 충정로3가,465,465,0,충정리시온,45.75,201910,28,44800,8,2004,서소문로 27,True
29862,서울특별시 서대문구 충정로3가,465,465,0,충정리시온,41.48,201910,30,42300,6,2004,서소문로 27,True
29911,서울특별시 서대문구 홍제동,461,461,0,홍제삼성래미안,32.76,201910,15,38000,9,2001,통일로 319,True
29912,서울특별시 서대문구 홍제동,461,461,0,홍제삼성래미안,32.76,201910,19,32700,1,2001,통일로 319,True
29947,서울특별시 서초구 방배동,864-7,864,7,골드아트빌,48.57,201910,5,57000,7,2009,서초대로3길 20,True
29978,서울특별시 서초구 서초동,1337-3,1337,3,urban place,20.334,201910,11,23500,8,2014,효령로77길 30,True
29979,서울특별시 서초구 서초동,1337-3,1337,3,urban place,20.406,201910,17,22500,5,2014,효령로77길 30,True
29980,서울특별시 서초구 서초동,1327-23,1327,23,강남아르젠,18.53,201910,13,32300,8,2014,강남대로55길 9-7,True
29994,서울특별시 서초구 서초동,1330,1330,0,서초동삼성쉐르빌2,35.22,201910,15,30600,21,2002,강남대로53길 11,True
29995,서울특별시 서초구 서초동,1330,1330,0,서초동삼성쉐르빌2,35.22,201910,19,28000,8,2002,강남대로53길 11,True
29996,서울특별시 서초구 서초동,1330,1330,0,서초동삼성쉐르빌2,35.22,201910,25,27500,4,2002,강남대로53길 11,True
29998,서울특별시 서초구 서초동,1600-11,1600,11,서초레몬,44.95,201910,1,42500,14,2005,서초중앙로 45,True
30016,서울특별시 서초구 서초동,1338-1,1338,1,풍림아이원플러스,34.4237,201910,28,33500,14,2004,효령로77길 14,True
30017,서울특별시 서초구 서초동,1363-25,1363,25,한라비발디스튜디오193,19.99,201910,8,27400,10,2013,강남대로39길 15-10,True
30025,서울특별시 서초구 양재동,90,90,0,신영체르니,39.1,201910,11,44650,7,2002,논현로27길 57,True
30026,서울특별시 서초구 양재동,90,90,0,신영체르니,39.1,201910,16,47000,3,2002,논현로27길 57,True
30097,서울특별시 성동구 마장동,784,784,0,세림,40.86,201910,9,49700,8,1986,마장로42길 16,True
30111,서울특별시 성동구 성수동1가,718,718,0,트리마제,25.3284,201910,11,90000,6,2017,왕십리로 16,True
30299,서울특별시 성북구 돈암동,1,1,0,돈암현대아파트,41.58,201910,8,32500,9,1991,정릉로 404,True
30300,서울특별시 성북구 돈암동,1,1,0,돈암현대아파트,41.58,201910,9,31700,3,1991,정릉로 402,True
30301,서울특별시 성북구 돈암동,1,1,0,돈암현대아파트,41.58,201910,18,32000,3,1991,정릉로 404,True
30337,서울특별시 성북구 동소문동6가,03월 01일,3,1,시티플레이스,14.02,201910,19,21500,13,2015,동소문로 73,True
30430,서울특별시 성북구 정릉동,1021,1021,0,대우,43.11,201910,17,27200,6,2001,보국문로30길 15,True
30452,서울특별시 성북구 정릉동,1020,1020,0,정릉우성아파트 101~105동,46.65,201910,9,32500,16,2000,북악산로 813,True
30454,서울특별시 성북구 정릉동,1020,1020,0,정릉우성아파트 101~105동,46.65,201910,15,31000,2,2000,북악산로 813,True
30455,서울특별시 성북구 정릉동,1020,1020,0,정릉우성아파트 101~105동,46.65,201910,16,32000,11,2000,북악산로 813,True
30585,서울특별시 송파구 가락동,Jan-96,96,1,우성,43.79,201910,18,77000,5,1986,송파대로32길 8,True
30593,서울특별시 송파구 거여동,290,290,0,거여1단지,39.6,201910,1,39900,1,1997,양산로8길 8,True
30594,서울특별시 송파구 거여동,290,290,0,거여1단지,39.6,201910,2,44500,6,1997,양산로8길 8,True
30595,서울특별시 송파구 거여동,290,290,0,거여1단지,49.8,201910,3,58000,2,1997,양산로8길 8,True
30596,서울특별시 송파구 거여동,290,290,0,거여1단지,39.6,201910,7,46000,11,1997,양산로8길 8,True
30597,서울특별시 송파구 거여동,290,290,0,거여1단지,39.6,201910,7,43500,6,1997,양산로8길 8,True
30598,서울특별시 송파구 거여동,290,290,0,거여1단지,39.6,201910,16,44800,8,1997,양산로8길 8,True
30602,서울특별시 송파구 거여동,293,293,0,거여4단지,38.9,201910,2,44500,11,1997,양산로4길 8,True
30603,서울특별시 송파구 거여동,293,293,0,거여4단지,38.9,201910,3,44000,12,1997,양산로4길 8,True
30641,서울특별시 송파구 문정동,145,145,0,문정시영,39.69,201910,9,51500,11,1989,송이로31길 56,True
30642,서울특별시 송파구 문정동,145,145,0,문정시영,46.26,201910,22,59000,2,1989,송이로31길 56,True
30643,서울특별시 송파구 문정동,145,145,0,문정시영,39.69,201910,24,47000,1,1989,송이로31길 56,True
30670,서울특별시 송파구 방이동,Apr-51,51,4,올림픽카운티,38.7,201910,4,28500,5,2003,백제고분로 497,True
30671,서울특별시 송파구 방이동,51,51,0,올림픽파크리움,17.729,201910,19,24500,19,2016,백제고분로 505,True
30675,서울특별시 송파구 방이동,May-48,48,5,현대주상복합,35.32,201910,2,24800,7,1998,오금로11길 55,True
30678,서울특별시 송파구 석촌동,03월 24일,24,3,석촌호수효성해링턴타워,15.8307,201910,12,25000,14,2015,석촌호수로 210,True
30679,서울특별시 송파구 석촌동,03월 24일,24,3,석촌호수효성해링턴타워,15.8307,201910,17,24400,13,2015,석촌호수로 210,True
30702,서울특별시 송파구 신천동,17,17,0,파크리오,35.24,201910,8,82000,4,2008,올림픽로 435,True
30709,서울특별시 송파구 오금동,165,165,0,상아,45.77,201910,2,60000,13,1984,오금로 407,True
30710,서울특별시 송파구 오금동,165,165,0,상아,45.77,201910,9,62000,11,1984,오금로 407,True
30791,서울특별시 송파구 풍납동,260,260,0,현대리버빌1지구,43.2,201910,12,54000,10,1999,토성로 37,True
30793,서울특별시 송파구 풍납동,260,260,0,현대리버빌1지구,43.2,201910,18,55900,15,1999,토성로 37,True
30794,서울특별시 송파구 풍납동,260,260,0,현대리버빌1지구,43.2,201910,19,54100,7,1999,토성로 37,True
30795,서울특별시 송파구 풍납동,261,261,0,현대리버빌2지구,40.95,201910,18,43000,15,1999,풍성로24길 42,True
30832,서울특별시 양천구 목동,911,911,0,목동신시가지6,47.94,201910,8,92000,14,1986,목동동로 430,True
30833,서울특별시 양천구 목동,911,911,0,목동신시가지6,47.94,201910,9,96000,6,1986,목동동로 430,True
30891,서울특별시 양천구 신월동,987-1,987,1,신월시영,43.2,201910,1,32200,7,1988,신월로 99,True
30892,서울특별시 양천구 신월동,987-1,987,1,신월시영,43.2,201910,3,27500,8,1988,신월로 99,True
30895,서울특별시 양천구 신월동,987-1,987,1,신월시영,43.2,201910,4,32000,6,1988,신월로 99,True
30896,서울특별시 양천구 신월동,987-1,987,1,신월시영,43.2,201910,5,32000,1,1988,신월로 99,True
30902,서울특별시 양천구 신월동,987-1,987,1,신월시영,43.2,201910,12,32950,6,1988,신월로 99,True
30906,서울특별시 양천구 신월동,987-1,987,1,신월시영,43.2,201910,12,33000,12,1988,신월로 99,True
30907,서울특별시 양천구 신월동,987-1,987,1,신월시영,43.2,201910,19,30700,10,1988,신월로 99,True
30976,서울특별시 양천구 신정동,733-31,733,31,수정,48.6,201910,3,30500,1,1987,신정로13길 35,True
30977,서울특별시 양천구 신정동,733-31,733,31,수정,47.16,201910,12,29950,4,1987,신정로13길 35,True
30983,서울특별시 양천구 신정동,1259,1259,0,신트리1,49.8,201910,9,43300,15,1999,신정로 293,True
30986,서울특별시 양천구 신정동,1259,1259,0,신트리1,49.8,201910,22,43000,5,1999,신정로 293,True
30987,서울특별시 양천구 신정동,1259,1259,0,신트리1,49.95,201910,24,44800,14,1999,신정로 293,True
30989,서울특별시 양천구 신정동,1277,1277,0,신트리4,49.5,201910,13,38500,13,2000,신정로 260,True
30990,서울특별시 양천구 신정동,1277,1277,0,신트리4,48.96,201910,15,38500,5,2000,신정로 260,True
31000,서울특별시 양천구 신정동,1281,1281,0,푸른마을2,49.16,201910,2,35750,11,2001,신정로7길 76,True
31004,서울특별시 양천구 신정동,1293,1293,0,학마을1단지,49.99,201910,4,35500,10,2000,신정로14길 6,True
31012,서울특별시 영등포구 당산동2가,01월 16일,16,1,대우,31.73,201910,2,28800,9,1999,영등포로 106,True
31013,서울특별시 영등포구 당산동2가,01월 16일,16,1,대우,31.73,201910,10,26970,2,1999,영등포로 106,True
31014,서울특별시 영등포구 당산동2가,01월 16일,16,1,대우,31.73,201910,12,30000,15,1999,영등포로 106,True
31022,서울특별시 영등포구 당산동3가,564,564,0,당산계룡리슈빌1단지,16.536,201910,3,28300,12,2014,양산로25길 16,True
31023,서울특별시 영등포구 당산동3가,564,564,0,당산계룡리슈빌1단지,40.136,201910,12,55000,11,2014,양산로25길 16,True
31024,서울특별시 영등포구 당산동3가,564,564,0,당산계룡리슈빌1단지,42.02,201910,24,59700,5,2014,양산로25길 16,True
31062,서울특별시 영등포구 대림동,608-1,608,1,현대3,43.92,201910,1,49900,28,1997,도신로 31,True
31066,서울특별시 영등포구 도림동,221-1,221,1,도림청구,37.81,201910,5,33000,6,1997,도영로7길 7,True
31068,서울특별시 영등포구 도림동,221-1,221,1,도림청구,37.81,201910,31,30000,1,1997,도영로7길 7,True
31090,서울특별시 영등포구 문래동6가,45,45,0,현대2,41.04,201910,22,38800,5,1987,문래로4길 6,True
31095,서울특별시 영등포구 신길동,3002,3002,0,남서울,41.62,201910,19,58500,5,1974,신길로 108,True
31096,서울특별시 영등포구 신길동,1343,1343,0,대방전철,46.12,201910,4,47500,2,1976,여의대방로59길 12-8,True
31111,서울특별시 영등포구 신길동,365,365,0,우성1,49.64,201910,4,49000,4,1986,도신로 68,True
31154,서울특별시 영등포구 양평동6가,101,101,0,선유도삼성홈타운,42.98,201910,12,32000,2,2015,양평로28가길 44,True
31157,서울특별시 영등포구 여의도동,30,30,0,목화,49.75,201910,2,105000,9,1977,여의나루로 126,True
31181,서울특별시 영등포구 영등포동2가,28-138,28,138,현대팰리스,39.53,201910,16,30000,7,2016,버드나루로5길 8,True
31200,서울특별시 용산구 동자동,08월 19일,19,8,동자,44.0,201910,5,46000,1,1969,한강대로104마길 30,True
31227,서울특별시 용산구 이촌동,302-86,302,86,빌라맨션,20.3,201910,11,25000,18,1974,이촌로 156,True
31246,서울특별시 용산구 이태원동,669,669,0,용산동아파트,44.76,201910,16,37000,7,1969,녹사평대로 250-1,True
31250,서울특별시 용산구 한강로1가,231-24,231,24,삼각아파트,35.37,201910,16,65000,3,1970,한강대로62길 32,True
31253,서울특별시 용산구 한강로2가,02월 11일,2,11,한강로대우아이빌,28.22,201910,24,32500,14,2004,한강대로43길 13,True
31259,서울특별시 용산구 한남동,04월 29일,29,4,한성1,32.17,201910,15,27000,5,1974,독서당로 73-4,True
31260,서울특별시 용산구 한남동,04월 29일,29,4,한성1,44.43,201910,24,51000,6,1974,독서당로 73-4,True
31308,서울특별시 은평구 불광동,486-17,486,17,베로니스,28.84,201910,1,28434,10,2019,통일로80길 1-1,True
31309,서울특별시 은평구 불광동,486-17,486,17,베로니스,28.84,201910,21,27190,9,2019,통일로80길 1-1,True
31370,서울특별시 은평구 응암동,427-113,427,113,밝은문,43.82,201910,5,31500,8,2014,응암로 254,True
31407,서울특별시 은평구 증산동,164-17,164,17,자선메르시안(164-17),45.66,201910,7,28000,5,2004,증산로9길 6-24,True
31439,서울특별시 은평구 진관동,60,60,0,은평뉴타운솔하임,45.034,201910,2,35000,14,2017,통일로 1080,True
31440,서울특별시 은평구 진관동,64,64,0,힐데스하임,42.24,201910,9,46000,14,2017,진관3로 11,True
31441,서울특별시 종로구 교북동,126,126,0,경희궁자이(4단지),45.879,201910,26,98000,10,2017,송월길 155,True
31469,서울특별시 종로구 연건동,195-10,195,10,이화에수풀,19.86,201910,14,23000,13,2014,대학로 47,True
31470,서울특별시 종로구 연건동,195-10,195,10,이화에수풀,16.98,201910,24,20800,6,2014,대학로 47,True
31481,서울특별시 중구 순화동,217,217,0,덕수궁롯데캐슬,42.3686,201910,2,67000,8,2016,서소문로9길 28,True
31515,서울특별시 중구 인현동2가,192-30,192,30,신성상가,48.56,201910,4,25800,10,1968,마른내로 72,True
31520,서울특별시 중구 충무로5가,90,90,0,충무로헤센스마트,19.76,201910,26,23500,4,2018,서애로1길 11,True
31521,서울특별시 중구 황학동,1546,1546,0,(1546-0),29.35,201910,2,22900,9,2015,난계로15길 36-6,True
31523,서울특별시 중구 황학동,1743,1743,0,골드캐슬Ⅲ,33.47,201910,15,28000,7,2017,난계로21길 39,True
31586,서울특별시 중랑구 면목동,193-1,193,1,한신,44.5,201910,4,29300,4,1987,중랑천로 20,True
31587,서울특별시 중랑구 면목동,193-1,193,1,한신,35.3,201910,15,21350,6,1987,중랑천로 20,True
31589,서울특별시 중랑구 면목동,193-1,193,1,한신,44.5,201910,23,28500,8,1987,중랑천로 20,True
31590,서울특별시 중랑구 면목동,193-1,193,1,한신,35.3,201910,28,21000,2,1987,중랑천로 20,True
31661,서울특별시 중랑구 신내동,661,661,0,신내11대명,39.76,201910,17,24950,15,1996,봉화산로 193,True
31662,서울특별시 중랑구 신내동,661,661,0,신내11대명,49.77,201910,17,34000,10,1996,봉화산로 193,True
31663,서울특별시 중랑구 신내동,661,661,0,신내11대명,39.76,201910,21,23000,1,1996,봉화산로 193,True
31664,서울특별시 중랑구 신내동,650,650,0,신내6대주,39.84,201910,3,29700,6,1996,신내로19길 42,True
31666,서울특별시 중랑구 신내동,650,650,0,신내6대주,49.77,201910,4,38800,5,1996,신내로19길 42,True
31668,서울특별시 중랑구 신내동,650,650,0,신내6대주,39.84,201910,7,26900,2,1996,신내로19길 42,True
31669,서울특별시 중랑구 신내동,650,650,0,신내6대주,39.84,201910,8,30750,4,1996,신내로19길 42,True
31670,서울특별시 중랑구 신내동,650,650,0,신내6대주,39.84,201910,9,30000,6,1996,신내로19길 42,True
31673,서울특별시 중랑구 신내동,650,650,0,신내6대주,49.77,201910,16,38000,7,1996,신내로19길 42,True
31674,서울특별시 중랑구 신내동,650,650,0,신내6대주,39.84,201910,21,30000,9,1996,신내로19길 42,True
31677,서울특별시 중랑구 신내동,657,657,0,신내9진흥,33.18,201910,5,23000,14,1996,신내로 127,True
31678,서울특별시 중랑구 신내동,657,657,0,신내9진흥,33.18,201910,5,22000,7,1996,신내로 127,True
31679,서울특별시 중랑구 신내동,657,657,0,신내9진흥,33.18,201910,10,22000,5,1996,신내로 127,True
31680,서울특별시 중랑구 신내동,657,657,0,신내9진흥,39.84,201910,12,27000,10,1996,신내로 127,True
31681,서울특별시 중랑구 신내동,657,657,0,신내9진흥,39.84,201910,12,26000,6,1996,신내로 127,True
31682,서울특별시 중랑구 신내동,657,657,0,신내9진흥,49.82,201910,15,33000,9,1996,신내로 127,True
31683,서울특별시 중랑구 신내동,657,657,0,신내9진흥,33.18,201910,18,22500,10,1996,신내로 127,True
31684,서울특별시 중랑구 신내동,657,657,0,신내9진흥,49.93,201910,21,35000,14,1996,신내로 127,True
32311,울산광역시 남구 신정동,949-33,949,33,강남(949-33),45.55,201910,3,22200,1,1984,두왕로244번길 13-3,True
32379,울산광역시 남구 신정동,1323-50,1323,50,수아지오시티,34.54,201910,18,20080,5,2018,봉월로 117,True
33617,인천광역시 계양구 계산동,20,20,0,주공,49.94,201910,4,20900,14,1990,경명대로1142번길 3,True
34013,인천광역시 남동구 구월동,24,24,0,롯데캐슬골드,46.8778,201910,9,29000,7,2007,호구포로 803,True
34019,인천광역시 남동구 구월동,24,24,0,롯데캐슬골드,46.8778,201910,21,28400,5,2007,호구포로 803,True
34032,인천광역시 남동구 구월동,1128,1128,0,탑클래스,49.9855,201910,1,20500,13,2016,예술로192번길 30,True
34253,인천광역시 남동구 만수동,1115-1,1115,1,향촌휴먼시아,46.89,201910,7,20300,19,2011,만수서로 55,True
34633,인천광역시 부평구 부개동,477-1,477,1,대동,48.48,201910,25,20500,3,1988,길주로 640,True
34634,인천광역시 부평구 부개동,477-1,477,1,대동,48.48,201910,26,21400,3,1988,길주로 640,True
34646,인천광역시 부평구 부개동,477-5,477,5,동아,49.2,201910,3,21000,3,1988,길주남로113번길 12,True
34650,인천광역시 부평구 부개동,308-3,308,3,부개동동도센트리움,45.229,201910,5,23550,15,2014,경인로1099번길 39,True
34652,인천광역시 부평구 부개동,308-3,308,3,부개동동도센트리움,45.229,201910,9,23700,10,2014,경인로1099번길 39,True
34657,인천광역시 부평구 부개동,496-2,496,2,부개주공1,49.96,201910,1,22000,19,1996,길주남로 143,True
34658,인천광역시 부평구 부개동,496-2,496,2,부개주공1,49.96,201910,4,23500,16,1996,길주남로 143,True
34659,인천광역시 부평구 부개동,496-2,496,2,부개주공1,49.96,201910,7,22250,19,1996,길주남로 143,True
34660,인천광역시 부평구 부개동,496-2,496,2,부개주공1,49.96,201910,11,21800,4,1996,길주남로 143,True
34804,인천광역시 부평구 부평동,140-6,140,6,신영(1동2동),48.01,201910,5,25000,1,1983,길주남로90번길 45,True
34806,인천광역시 부평구 부평동,140-6,140,6,신영(1동2동),46.35,201910,12,24800,5,1983,길주남로90번길 45,True
34879,인천광역시 부평구 산곡동,10월 30일,30,10,삼도,38.22,201910,2,21850,3,1988,산청로 31,True
34880,인천광역시 부평구 산곡동,10월 30일,30,10,삼도,49.38,201910,4,27500,1,1988,산청로 31,True
35126,인천광역시 부평구 청천동,48-347,48,347,영남,49.32,201910,25,22300,2,1986,청중로 16,True
39011,제주특별자치도 제주시 노형동,754-4,754,4,부영2차,45.9078,201910,2,23250,2,2001,과원로 11,True
39072,제주특별자치도 제주시 연동,261-44,261,44,제원1차,42.24,201910,1,25000,2,1978,신광로6길 14,True
39104,제주특별자치도 제주시 이도이동,777,777,0,주공3,46.68,201910,5,37500,2,1989,구남로 31,True
